IdNalazistaOp;OpisNalazista;OznKoord;IdOpazanja;NazKlase;OznKoord;HTRS96_X;HTRS96_Y;Nesigurnost
265341;Južni Psunj, Strmac, šumska sastojina jugoistočne orijentacije terena, na 542 m n.v. Opažanje obavili: Jozo Franjić, Željko Škvorc, Daniel Krstonošić, Štefica Čanić;XY.110095;9758;Fraxinus ornus L.;XY.110095;567232.2317;5023761.0903;25.0000
265351;Južni Psunj, Strmac, šumska sastojina jugoistočne orijentacije terena, na 542 m n.v. Opažanje obavili: Jozo Franjić, Željko Škvorc, Daniel Krstonošić, Štefica Čanić;XY.110095;9758;Quercus petraea (Mattuschka) Liebl.;XY.110095;567232.2317;5023761.0903;25.0000
265489;Južni Psunj, Strmac, šumska sastojina istočne orijentacije terena, na 577 m n.v. Opažanje obavili: Jozo Franjić, Željko Škvorc, Daniel Krstonošić, Štefica Čanić;XY.110101;9764;Fraxinus ornus L.;XY.110101;569479.5317;5024653.4500;25.0000
342420;Ošljak, istraživanje šumskih ekosustava - OIKON d.o.o. ;XY.126204;20929;Fraxinus ornus L.;XY.126204;313732.6169;5037556.2677;25.0000
342549;Grbava glavica, istraživanje šumskih ekosustava - OIKON d.o.o. ;XY.126251;20975;Fraxinus ornus L.;XY.126251;314433.0078;5040157.6042;25.0000
342579;Ošljak, istraživanje šumskih ekosustava - OIKON d.o.o. ;XY.126262;20986;Fraxinus ornus L.;XY.126262;313315.1652;5037951.3673;25.0000
342587;Veli kuk, istraživanje šumskih ekosustava - OIKON d.o.o. ;XY.126266;20990;Fraxinus ornus L.;XY.126266;305132.9217;5029758.9663;25.0000
342591;Majeri, istraživanje šumskih ekosustava - OIKON d.o.o. ;XY.126267;20991;Fraxinus ornus L.;XY.126267;306323.8253;5029865.3774;25.0000
342614;Ošljak, istraživanje šumskih ekosustava - OIKON d.o.o. ;XY.126274;20998;Fraxinus ornus L.;XY.126274;313234.4874;5038855.7729;25.0000
342668;Črni grad, istraživanje šumskih ekosustava - OIKON d.o.o. ;XY.126293;21017;Fraxinus ornus L.;XY.126293;309828.9457;5030253.0786;25.0000
342735;D. Nugla, istraživanje šumskih ekosustava - OIKON d.o.o. ;XY.126320;21044;Fraxinus ornus L.;XY.126320;306126.4512;5032729.5138;25.0000
342747;Maj, istraživanje šumskih ekosustava - OIKON d.o.o. ;XY.126323;21047;Fraxinus ornus L.;XY.126323;315733.2586;5039257.4308;25.0000
342757;Kosići, istraživanje šumskih ekosustava - OIKON d.o.o. ;XY.126327;21051;Fraxinus ornus L.;XY.126327;311045.7199;5029950.3656;25.0000
342831;Grbava glavica, istraživanje šumskih ekosustava - OIKON d.o.o. ;XY.126354;21078;Fraxinus ornus L.;XY.126354;313632.8534;5040457.6620;25.0000
342833;Ošljak, istraživanje šumskih ekosustava - OIKON d.o.o. ;XY.126355;21079;Fraxinus ornus L.;XY.126355;313536.6169;5038654.4666;25.0000
342952;Stražnjak, istraživanje šumskih ekosustava - OIKON d.o.o. ;XY.126397;21121;Fraxinus ornus L.;XY.126397;308631.5967;5030159.1552;25.0000
342963;D. Nugla, istraživanje šumskih ekosustava - OIKON d.o.o. ;XY.126403;21127;Fraxinus ornus L.;XY.126403;305931.3691;5032856.1956;25.0000
343004;Grbino čelo, istraživanje šumskih ekosustava - OIKON d.o.o. ;XY.126417;21141;Fraxinus ornus L.;XY.126417;306930.4001;5030052.3484;25.0000
218544;Srednja Dalmacija, Splitsko-dalmatinska županija, Otok Brač, sjeverna strana otoka, sjevernije od naselja Škrip, šuma hrasta česmine, nv=173 m;XY.104563;7062;Fraxinus ornus L.;XY.104563;508856.2996;4802458.3578;25.0000
219893;Srednja Dalmacija, Splitsko-dalmatinska županija, Otok Brač, sjeverni dio otoka, Između naselja Škrip i Nerežišća, makija česmineFraxino orni-Quercetum ilicis, nv=394 m;XY.104629;7097;Fraxinus ornus L.;XY.104629;507738.0988;4800107.5858;25.0000
222200;Srednja Dalmacija, Splitsko-dalmatinska županija, Otok Brač, južna strana otoka, stjenoviti pojas u blizini prometnice prema Bolu, elementi hazmofitske vegetacije stjenjača Asplenietea trichomanis i elementi makije, nv= 311 m.;XY.104682;7131;Fraxinus ornus L.;XY.104682;515656.2489;4791848.8918;25.0000
222430;Srednja Dalmacija, Splitsko-dalmatinska županija, Otok Brač, južni dio otoka, sjeveroistočno od Bola, serpentinasti pojas, davno zapušteni vinogradi, sukcesija kamenjarskih travnjaka rašice prema makiji česmine, nv= 279 m.;XY.104686;7135;Fraxinus ornus L.;XY.104686;514764.4187;4791798.9037;25.0000
222514;Srednja Dalmacija, Splitsko-dalmatinska županija, Otok Brač, južni dio otoka, sjeveroistočno od Bola, stjenovito-šljunkovita staništa u nagibu, sukcesija kamenjarskih travnjaka rašice u garig i makiju česmine, nv= 278 m.;XY.104687;7136;Fraxinus ornus L.;XY.104687;515263.8410;4791935.9289;25.0000
223724;Strahinjščica (Strahinjščica), sjeverno podnožje Sušca u blizini sela Kranjčeci;XY.104709;7155;Quercus petraea (Mattuschka) Liebl.;XY.104709;454884.2988;5117360.5070;25.0000
224106;Srednja Dalmacija, Splitsko-dalmatinska županija, Otok Brač, sjeverni dio otoka, jugoistočno od Nerežišća, veliki usjek, depresija, šljunkovita staništa, kamenjarski travnjaci u sukcesiji prema šikari i šumi hrasta česmine, crnog jasena i dalmatinskog crn;XY.104716;7161;Fraxinus ornus L.;XY.104716;507124.7131;4798470.6928;25.0000
224460;Srednja Dalmacija, Splitsko-dalmatinska županija, Otok Brač, sjeverni dio otoka, u prizemnom sloju dominiraju Salvia officinalis i Teucrium polium, nv=538 m.;XY.104720;7165;Fraxinus ornus L.;XY.104720;509928.2995;4797287.3848;25.0000
226324;Srednja Dalmacija, Splitsko-dalmatinska županija, Otok Brač, južni dio otoka, uzvisina iznad mora između uvale Vela Farska i naselja Murvica,makija hrasta česmine s alepskim borom Querco ilici-Pinetum halepensis, nv=74 m;XY.104760;7205;Fraxinus ornus L.;XY.104760;506658.3947;4791825.3992;25.0000
228419;Srednja Dalmacija, Splitsko-dalmatinska županija, Otok Brač, sjeverni dio otoka, područje Gažul, zapuštene površine, pašnjaci za ovce, okolo elementi zajednica Quercetum ilici-virgilianae i Querco ilici-Pinetum dalmaticae, nv= 582 m.;XY.104809;7250;Fraxinus ornus L.;XY.104809;511078.0111;4795827.8204;25.0000
231372;Hrvatsko zagorje, Krapinsko-zagorska županija, Ivanščica (Ivančica), Mali Siljevec;XY.104888;7325;Quercus petraea (Mattuschka) Liebl.;XY.104888;475209.8220;5116428.3813;12.5000
231379;Hrvatsko zagorje, Krapinsko-zagorska županija, Ivanščica (Ivančica), Mali Siljevec;XY.104888;7325;Fraxinus ornus L.;XY.104888;475209.8220;5116428.3813;12.5000
231711;Srednja Dalmacija, Splitsko-dalmatinska županija, otok Brač, južna strana otoka, uvala Kruščica, stjenoviti pojas, veći nagib, šuma alepskog bora, nv=28 m.;XY.104894;7331;Fraxinus ornus L.;XY.104894;500778.4557;4793820.8718;25.0000
232198;Srednja Dalmacija, Splitsko-dalmatinska županija, Otok Brač, sjeverna strana otoka, južnije od naselja Gornji Humac, uzvisina Gračišće, sukcesija kamenjarskog travnjaka Carici humili-Centauretum rupestris prema dračiku, nv=od 410 m do 488 m;XY.104916;7343;Fraxinus ornus L.;XY.104916;517457.9037;4794288.3524;25.0000
233062;Projekt: Istraživanje tise (Taxus baccata) na Ivanščici i Ravnoj gori, JU za upravljanje zaštićenim prirodnim vrijednostima Varaždinske županije, PLOHA 11, Ravna gora, Veliki Goranec, Žakli, mnv: 466 m;XY.104949;7371;Fraxinus ornus L.;XY.104949;464037.0154;5127757.6963;25.0000
233078;Projekt: Istraživanje tise (Taxus baccata) na Ivanščici i Ravnoj gori, JU za upravljanje zaštićenim prirodnim vrijednostima Varaždinske županije, PLOHA 11, Ravna gora, Veliki Goranec, Žakli, mnv: 466 m;XY.104949;7371;Quercus petraea (Mattuschka) Liebl.;XY.104949;464037.0154;5127757.6963;25.0000
233528;Projekt DZZP-a Proučavanje populacija i kartiranje staništa Himantoglossum adriaticum - usputni nalazi, Hrvatsko zagorje, Varaždinska županija, grad Lepoglava, naselje Višnjica, Vranjka, opažanje obavili Lj. Borovečki-Voska i D. Šincek;XY.104970;7383;Quercus petraea (Mattuschka) Liebl.;XY.104970;462662.8943;5130083.9636;25.0000
233532;Projekt DZZP-a Proučavanje populacija i kartiranje staništa Himantoglossum adriaticum - usputni nalazi, Hrvatsko zagorje, Varaždinska županija, grad Lepoglava, naselje Višnjica, Vranjka, opažanje obavili Lj. Borovečki-Voska i D. Šincek;XY.104970;7383;Fraxinus ornus L.;XY.104970;462662.8943;5130083.9636;25.0000
237001;IPA Hrvatska, Ivanščica (Ivančica), Projekt JU za upravljanje zaštićenim prirodnim vrijednostima Krapinsko-zagorske županije (Krapinsko-zagorska županija), Ploha 28, stijena istočno pod Ravnim vrhom (Ravni vrh), 597 mnv, istraživanje Pulsatilla grandis;XY.105180;7544;Fraxinus ornus L.;XY.105180;469333.8004;5114124.1847;25.0000
8838;Okreti, Rakova noga, Park prirode Medvednica, Zagreb, Hrvatska.;0061.414;189;Quercus petraea (Mattuschka) Liebl.;0061.414;456803.1104;5088057.5249;NULL
8879;Okreti, Rakova noga, Park prirode Medvednica, Zagreb, Hrvatska.;0061.414;190;Fraxinus ornus L.;0061.414;456803.1104;5088057.5249;NULL
7403;Gulizman, Rakova noga, Park prirode Medvednica, Zagreb, Hrvatska.;0061.421;169;Quercus petraea (Mattuschka) Liebl.;0061.421;458427.2282;5089435.1408;NULL
6228;Rakova noga, Beli kamen, Vučja jama, Medvednica, Park prirode Medvednica, Zagreb, Hrvatska.;0061.421;132;Quercus petraea (Mattuschka) Liebl.;0061.421;458427.2282;5089435.1408;NULL
6632;Ploha 22, Vučja jama, Medvednica, Park prirode Medvednica, Zagreb, Hrvatska.;0061.421;146;Fraxinus ornus L.;0061.421;458427.2282;5089435.1408;NULL
6649;Ploha 22, Vučja jama, Medvednica, Park prirode Medvednica, Zagreb, Hrvatska.;0061.421;146;Quercus petraea (Mattuschka) Liebl.;0061.421;458427.2282;5089435.1408;NULL
6583;Ploha 20, Beli kamen, Medvednica, Park prirode Medvednica, Zagreb, Hrvatska.;0061.421;144;Quercus petraea (Mattuschka) Liebl.;0061.421;458427.2282;5089435.1408;NULL
6604;Ploha 21, Beli kamen, Medvednica, Park prirode Medvednica, Zagreb, Hrvatska.;0061.421;145;Quercus petraea (Mattuschka) Liebl.;0061.421;458427.2282;5089435.1408;NULL
6487;Rakova noga, Beli kamen, Vučja jama, Medvednica, Park prirode Medvednica, Zagreb, Hrvatska.;0061.421;141;Fraxinus ornus L.;0061.421;458427.2282;5089435.1408;NULL
6538;Ploha 19, Rakova noga, Medvednica, Park prirode Medvednica, Zagreb, Hrvatska.;0061.421;143;Fraxinus ornus L.;0061.421;458427.2282;5089435.1408;NULL
6554;Ploha 19, Rakova noga, Medvednica, Park prirode Medvednica, Zagreb, Hrvatska.;0061.421;143;Quercus petraea (Mattuschka) Liebl.;0061.421;458427.2282;5089435.1408;NULL
16442;Slani Potok, Kosci, Medvednica, Park prirode Medvednica, Zagreb, Hrvatska;0062.132;252;Quercus petraea (Mattuschka) Liebl.;0062.132;463288.4970;5092182.9709;NULL
16554;Sačeri, Medvednica, Park prirode Medvednica, Zagreb, Hrvatska;0062.133;253;Fraxinus ornus L.;0062.133;461666.3712;5090804.3496;NULL
16602;Sačeri, Medvednica, Park prirode Medvednica, Zagreb, Hrvatska;0062.133;253;Quercus petraea (Mattuschka) Liebl.;0062.133;461666.3712;5090804.3496;NULL
362387;Virovitičko-podravska županija, grad Slatina, naselje Novi Senkovac, šuma Vrba.;XY.132360;24370;Carpinus betulus L.;XY.132360;599275.0000;5068819.0000;25.0000
362401;Virovitičko-podravska županija, grad Slatina, naselje Novi Senkovac, šuma Vrba. Točka 4.;XY.132361;24371;Carpinus betulus L.;XY.132361;599440.0000;5068802.0000;25.0000
362504;Virovitičko-podravska županija, grad Slatina, naselje Novi Senkovac, šuma Medinačko ražljevo.;XY.132369;24379;Carpinus betulus L.;XY.132369;599389.3750;5065785.5365;25.0000
362555;Virovitičko-podravska županija, grad Slatina, naselje Novi Senkovac, šuma Medinačko ražljevo.;XY.132372;24382;Carpinus betulus L.;XY.132372;599940.0000;5065153.0000;25.0000
362707;Virovitičko-podravska županija, grad Slatina, naselje Novi Senkovac, šuma Medinačko ražljevo. Rub šume uz šumsku prosjeku.;XY.132388;24391;Carpinus betulus L.;XY.132388;599966.0000;5064941.0000;25.0000
362725;Virovitičko-podravska županija, grad Slatina, naselje Novi Senkovac, šuma Medinačko ražljevo.;XY.132389;24392;Carpinus betulus L.;XY.132389;600019.0000;5066352.0000;25.0000
362801;Virovitičko-podravska županija, grad Slatina, naselje Novi Senkovac, šuma Medinačko ražljevo. Nalazište: Fritillaria meleagris;XY.132394;24396;Carpinus betulus L.;XY.132394;599481.0000;5066091.0000;25.0000
363020;Virovitičko-podravska županija, grad Slatina, naselje Novi Senkovac, šuma Vrba.;XY.132426;24408;Carpinus betulus L.;XY.132426;599470.0000;5068850.0000;25.0000
363571;Virovitičko-podravska županija, grad Slatina, naselje Kozice, šuma Velika branjevina. Uz povremeni (poprečni) vodotok.;XY.132449;24431;Carpinus betulus L.;XY.132449;596220.0000;5055969.0000;25.0000
364202;Virovitičko-podravska županija, grad Slatina, naselje Kozice, šuma Rakitovac, toponim Malovan. Nalazište: Digitalis grandiflora.;XY.132499;24455;Carpinus betulus L.;XY.132499;597196.8088;5058363.7524;25.0000
291453;Blana, istraživanje šumskih ekosustava - OIKON d.o.o. ;XY.113533;12526;Carpinus betulus L.;XY.113533;467390.5569;5092998.5376;25.0000
291477;Blana, istraživanje šumskih ekosustava - OIKON d.o.o. ;XY.113545;12538;Carpinus betulus L.;XY.113545;467888.1102;5092692.3630;25.0000
209607;Slavonija, Spačva, Brčko - šira okolica, blizu mjesta Podgajci Posavski.;XY.104108;6814;Carpinus betulus L.;XY.104108;687178.4757;4981382.5967;25.0000
210152;Slavonija, Spačva (blizu mjesta Soljani).;XY.104123;6829;Carpinus betulus L.;XY.104123;705940.4177;4983153.7138;25.0000
210182;Slavonija, Spačva (blizu mjesta Soljani).;XY.104124;6830;Carpinus betulus L.;XY.104124;701299.2242;4981320.8717;25.0000
210284;Slavonija, Spačva (okolica mjesta Otok).;XY.104128;6834;Carpinus betulus L.;XY.104128;689350.7102;5000421.7069;25.0000
210313;Slavonija, Spačva (okolica mjesta Otok i Vrbanja).;XY.104129;6836;Carpinus betulus L.;XY.104129;689380.8473;4992895.3388;25.0000
210531;Slavonija, Spačva (okolica mjesta Soljani).;XY.104137;6843;Carpinus betulus L.;XY.104137;699525.5037;4989688.8274;25.0000
210595;Slavonija, Spačva (okolica mjesta Soljani i Vrbanja).;XY.104141;6845;Carpinus betulus L.;XY.104141;697862.4433;4994856.6875;25.0000
210651;Slavonija, Spačva (okolica mjesta Soljani).;XY.104144;6847;Carpinus betulus L.;XY.104144;704896.7519;4980764.5139;25.0000
210708;Slavonija, Spačva (okolica mjesta Soljani).;XY.104146;6849;Carpinus betulus L.;XY.104146;705148.3764;4981939.1376;25.0000
210786;Slavonija, Spačva (okolica mjesta Vrbanja).;XY.104149;6852;Carpinus betulus L.;XY.104149;690790.9420;4994558.2193;25.0000
211019;Slavonija, Spačva (okolica mjesta Bošnjaci i Županja).;XY.104157;6860;Carpinus betulus L.;XY.104157;682251.0099;5001842.9367;25.0000
211596;Hrvatsko zagorje, Varaždinska županija, Ivančica (Ivanščica), Konj, Mali Konj, uz stazu od Prigorca do M. Konja, Opažanje obavili Hrvoje Stunković i Dubravko Šincek;XY.104183;6883;Carpinus betulus L.;XY.104183;471996.1829;5117202.1636;25.0000
212331;Hrvatsko zagorje, Varaždinska županija, Krapinsko-zagorska županija, Ivančica (Ivanščica) potok Šumi, mnv: 332 m;XY.104239;6906;Carpinus betulus L.;XY.104239;474075.3206;5116882.8520;25.0000
237881;Strahinjščica (Strahinjčica), bukova šuma na sjevernoj strani Plata čiji se prizemni sloj zeleni od velikog boja jedinki malog zimzelena, Vinca minor;XY.104262;6917;Carpinus betulus L.;XY.104262;456570.2341;5115704.4386;25.0000
213332;Varaždinska županija, Ravna gora, Vukovoj, Benčak, Divjaki, okolica izvora Šokot, opažanje obavili Ljiljana Borovečki-Voska i Dubravko Šincek;XY.104311;6944;Carpinus betulus L.;XY.104311;464992.3374;5127980.6408;25.0000
228999;Strahinjščica (Strahinjčica), livada na sjevernoj strani Plata;XY.104821;7262;Carpinus betulus L.;XY.104821;456332.2277;5115546.9140;25.0000
233169;Projekt: Istraživanje tise (Taxus baccata) na Ivanščici i Ravnoj gori, JU za upravljanje zaštićenim prirodnim vrijednostima Varaždinske županije, PLOHA 15, Ravna gora, Velike Pećine - zapadno, mnv: 528 m;XY.104953;7375;Carpinus betulus L.;XY.104953;459572.5107;5126437.0241;25.0000
297666;Sovjak, istraživanje šumskih ekosustava - OIKON d.o.o. ;XY.116429;15352;Carpinus betulus L.;XY.116429;473659.5947;5112274.1717;25.0000
297670;Sovjak, istraživanje šumskih ekosustava - OIKON d.o.o. ;XY.116430;15353;Carpinus betulus L.;XY.116430;473768.1633;5112468.5041;25.0000
297674;Velika risa, istraživanje šumskih ekosustava - OIKON d.o.o. ;XY.116432;15355;Carpinus betulus L.;XY.116432;472061.9596;5113376.4399;25.0000
297689;Visec, istraživanje šumskih ekosustava - OIKON d.o.o. ;XY.116439;15361;Carpinus betulus L.;XY.116439;473988.1240;5107572.6764;25.0000
297821;Minđurlovec, istraživanje šumskih ekosustava - OIKON d.o.o. ;XY.116500;15422;Carpinus betulus L.;XY.116500;470663.8582;5113474.6078;25.0000
297852;Minđurlovec, istraživanje šumskih ekosustava - OIKON d.o.o. ;XY.116515;15437;Carpinus betulus L.;XY.116515;471067.7539;5113670.2951;25.0000
297883;Sovjak, istraživanje šumskih ekosustava - OIKON d.o.o. ;XY.116525;15447;Carpinus betulus L.;XY.116525;473656.5460;5112457.5046;25.0000
297891;Velika risa, istraživanje šumskih ekosustava - OIKON d.o.o. ;XY.116529;15451;Carpinus betulus L.;XY.116529;471760.6056;5113275.3296;25.0000
297931;Vižanovec, istraživanje šumskih ekosustava - OIKON d.o.o. ;XY.116547;15469;Carpinus betulus L.;XY.116547;472260.4122;5107479.5231;25.0000
368304;Bukova šumska sastojina. Zapadni Papuk.;XY.133407;24776;Fagus sylvatica L.;XY.133407;591043.8446;5042303.3059;25.0000
368403;Bukova šumska sastojina. Zapadni Papuk.;XY.133412;24780;Fagus sylvatica L.;XY.133412;588234.4931;5042512.7744;25.0000
368428;Bukova šumska sastojina. Zapadni Papuk.;XY.133413;24781;Fagus sylvatica L.;XY.133413;588211.3202;5042610.1826;25.0000
368522;Bukova šumska sastojina. Južni Papuk.;XY.133419;24786;Fagus sylvatica L.;XY.133419;589715.7769;5040408.6296;25.0000
368546;Bukova šumska sastojina. Južni Papuk.;XY.133426;24787;Fagus sylvatica L.;XY.133426;589136.5380;5040976.3082;25.0000
368678;Bukova šumska sastojina. Sjevernii Papuk.;XY.133443;24795;Fagus sylvatica L.;XY.133443;592772.9000;5042972.7992;25.0000
368684;Bukova šumska sastojina. Sjevernii Papuk.;XY.133445;24796;Fagus sylvatica L.;XY.133445;592739.2294;5043043.4098;25.0000
368757;Bukova šumska sastojina. Južni Papuk.;XY.133450;24800;Fagus sylvatica L.;XY.133450;594256.8225;5037800.4716;25.0000
368866;Bukova šumska sastojina. Zapadni Papuk.;XY.133457;24805;Fagus sylvatica L.;XY.133457;590075.7370;5042230.4244;25.0000
368888;Bukova šumska sastojina. Zapadni Papuk.;XY.133458;24806;Fagus sylvatica L.;XY.133458;590126.7339;5042177.4849;25.0000
368943;Bukova šumska sastojina. Sjeverni Papuk.;XY.133469;24810;Fagus sylvatica L.;XY.133469;593180.8526;5042334.3443;25.0000
369037;Bukova šumska sastojina. Sjeverni Papuk.;XY.133474;24814;Fagus sylvatica L.;XY.133474;593647.0960;5042086.6947;25.0000
369050;Bukova šumska sastojina. Južni Papuk.;XY.133475;24815;Fagus sylvatica L.;XY.133475;594205.4781;5037995.3773;25.0000
369139;Bukova šumska sastojina. Istočni Papuk.;XY.133487;24820;Fagus sylvatica L.;XY.133487;606541.0098;5037521.0384;25.0000
369238;Bukova šumska sastojina. Južni Papuk.;XY.133494;24824;Fagus sylvatica L.;XY.133494;601878.9134;5037440.1688;25.0000
369262;Bukova šumska sastojina. Južni Papuk.;XY.133495;24825;Fagus sylvatica L.;XY.133495;601555.8906;5037273.2533;25.0000
369356;Bukova šumska sastojina. Istočni Papuk.;XY.133500;24830;Fagus sylvatica L.;XY.133500;604016.4993;5037345.2599;25.0000
369374;Bukova šumska sastojina. Istočni Papuk.;XY.133501;24831;Fagus sylvatica L.;XY.133501;603051.7949;5037720.1713;25.0000
369451;Bukova šumska sastojina. Južni Papuk.;XY.133506;24836;Fagus sylvatica L.;XY.133506;599648.9946;5036071.2283;25.0000
369571;Hrvatska, Zagrebačka županija, Velika Gorica, Šćitarjevo;XY.133585;24853;Ambrosia artemisiifolia L.;XY.133585;467979.5059;5069221.5283;25.0000
369614;Hrvatska, Zagrebačka županija, Velika Gorica, Šćitarjevo;XY.133617;24853;Ambrosia artemisiifolia L.;XY.133617;469613.0453;5068282.8041;25.0000
297792;Drenovec, istraživanje šumskih ekosustava - OIKON d.o.o. ;XY.116487;15409;Fagus sylvatica L.;XY.116487;471761.4881;5113369.9920;25.0000
297794;Drenovec, istraživanje šumskih ekosustava - OIKON d.o.o. ;XY.116488;15410;Fagus sylvatica L.;XY.116488;471666.0953;5113572.7831;25.0000
297830;Minđurlovec, istraživanje šumskih ekosustava - OIKON d.o.o. ;XY.116507;15429;Fagus sylvatica L.;XY.116507;470963.2148;5113470.8255;25.0000
297848;Minđurlovec, istraživanje šumskih ekosustava - OIKON d.o.o. ;XY.116514;15436;Fagus sylvatica L.;XY.116514;470958.4854;5113873.9090;25.0000
297851;Minđurlovec, istraživanje šumskih ekosustava - OIKON d.o.o. ;XY.116515;15437;Fagus sylvatica L.;XY.116515;471067.7539;5113670.2951;25.0000
297882;Sovjak, istraživanje šumskih ekosustava - OIKON d.o.o. ;XY.116525;15447;Fagus sylvatica L.;XY.116525;473656.5460;5112457.5046;25.0000
297892;Velika risa, istraživanje šumskih ekosustava - OIKON d.o.o. ;XY.116530;15452;Fagus sylvatica L.;XY.116530;471665.7173;5113372.1129;25.0000
297913;Vižanovec, istraživanje šumskih ekosustava - OIKON d.o.o. ;XY.116540;15462;Fagus sylvatica L.;XY.116540;472375.2817;5107657.0875;25.0000
297932;Vižanovec, istraživanje šumskih ekosustava - OIKON d.o.o. ;XY.116547;15469;Fagus sylvatica L.;XY.116547;472260.4122;5107479.5231;25.0000
297940;Vižanovec, istraživanje šumskih ekosustava - OIKON d.o.o. ;XY.116550;15472;Fagus sylvatica L.;XY.116550;473361.9991;5108572.9308;25.0000
297968;Vižanovec, istraživanje šumskih ekosustava - OIKON d.o.o. ;XY.116564;15485;Fagus sylvatica L.;XY.116564;472765.7022;5108175.3395;25.0000
297982;Cerina, istraživanje šumskih ekosustava - OIKON d.o.o. ;XY.116571;15492;Fagus sylvatica L.;XY.116571;471268.3750;5109174.5637;25.0000
297987;Cerina, istraživanje šumskih ekosustava - OIKON d.o.o. ;XY.116572;15493;Fagus sylvatica L.;XY.116572;471364.3874;5109272.2028;25.0000
297998;Cerina, istraživanje šumskih ekosustava - OIKON d.o.o. ;XY.116578;15499;Fagus sylvatica L.;XY.116578;471761.5542;5108871.9392;25.0000
298001;Cerina, istraživanje šumskih ekosustava - OIKON d.o.o. ;XY.116579;15500;Fagus sylvatica L.;XY.116579;471366.5818;5109175.1840;25.0000
298020;Cerina, istraživanje šumskih ekosustava - OIKON d.o.o. ;XY.116586;15506;Fagus sylvatica L.;XY.116586;471560.1764;5108867.2852;25.0000
298025;Cerina, istraživanje šumskih ekosustava - OIKON d.o.o. ;XY.116588;15508;Fagus sylvatica L.;XY.116588;471469.6776;5109174.7806;25.0000
298026;Cerina, istraživanje šumskih ekosustava - OIKON d.o.o. ;XY.116589;15509;Fagus sylvatica L.;XY.116589;471663.7153;5108672.4726;25.0000
298029;Cerina, istraživanje šumskih ekosustava - OIKON d.o.o. ;XY.116590;15510;Fagus sylvatica L.;XY.116590;471663.6027;5108766.0521;25.0000
298054;Dupljaka, istraživanje šumskih ekosustava - OIKON d.o.o. ;XY.116600;15520;Fagus sylvatica L.;XY.116600;472364.2213;5112172.3419;25.0000
298086;Rakita, istraživanje šumskih ekosustava - OIKON d.o.o. ;XY.116609;15529;Fagus sylvatica L.;XY.116609;471268.5182;5112466.4889;25.0000
298101;Rakita, istraživanje šumskih ekosustava - OIKON d.o.o. ;XY.116615;15535;Fagus sylvatica L.;XY.116615;471164.5622;5112678.0225;25.0000
298112;Rakita, istraživanje šumskih ekosustava - OIKON d.o.o. ;XY.116620;15540;Fagus sylvatica L.;XY.116620;471566.6111;5113170.6028;25.0000
298146;Velika risa, istraživanje šumskih ekosustava - OIKON d.o.o. ;XY.116632;15552;Fagus sylvatica L.;XY.116632;471466.1170;5112569.9430;25.0000
16214;Karivaroš, Medvednica, Park prirode Medvednica, Zagreb, Hrvatska;0062.143;251;Fraxinus ornus L.;0062.143;464895.3468;5090784.5804;NULL
16266;Karivaroš, Medvednica, Park prirode Medvednica, Zagreb, Hrvatska;0062.143;251;Quercus petraea (Mattuschka) Liebl.;0062.143;464895.3468;5090784.5804;NULL
15807;Smetki, Medvednica, Park prirode Medvednica, Zagreb, Hrvatska;0062.144;246;Fraxinus ornus L.;0062.144;466510.3515;5090776.1861;NULL
15854;Smetki, Medvednica, Park prirode Medvednica, Zagreb, Hrvatska;0062.144;246;Quercus petraea (Mattuschka) Liebl.;0062.144;466510.3515;5090776.1861;NULL
16036;Koščevića breg, Medvednica, Park prirode Medvednica, Zagreb, Hrvatska;0062.233;249;Quercus petraea (Mattuschka) Liebl.;0062.233;468125.3487;5090767.7916;NULL
16092;Medvednica, Park prirode Medvednica, Zagreb, Hrvatska;0062.311;250;Fraxinus ornus L.;0062.311;461657.2146;5089414.3659;NULL
16134;Medvednica, Park prirode Medvednica, Zagreb, Hrvatska;0062.311;250;Quercus petraea (Mattuschka) Liebl.;0062.311;461657.2146;5089414.3659;NULL
10427;Medvednica, Park prirode Medvednica, Zagreb, Hrvatska, Slani potok;0062.312;204;Fraxinus ornus L.;0062.312;463272.2154;5089404.9783;NULL
10482;Medvednica, Park prirode Medvednica, Zagreb, Hrvatska, Slani potok;0062.312;204;Quercus petraea (Mattuschka) Liebl.;0062.312;463272.2154;5089404.9783;NULL
9454;Medvednica, Park prirode Medvednica, Zagreb, Hrvatska. Gorščica, Leščica.;0062.314;198;Quercus petraea (Mattuschka) Liebl.;0062.314;463264.0828;5088015.9820;NULL
9607;Medvednica, Park prirode Medvednica, Zagreb, Hrvatska. Tepčina špica.;0062.321;199;Quercus petraea (Mattuschka) Liebl.;0062.321;464888.2085;5089395.5717;NULL
9731;Medvednica, Park prirode Medvednica, Zagreb, Hrvatska. Koritače.;0062.322;200;Fraxinus ornus L.;0062.322;466502.2134;5089387.2026;NULL
9825;Medvednica, Park prirode Medvednica, Zagreb, Hrvatska. Koritače.;0062.322;200;Quercus petraea (Mattuschka) Liebl.;0062.322;466502.2134;5089387.2026;NULL
10031;Medvednica, Park prirode Medvednica, Zagreb, Hrvatska. Marija Sniježna.;0062.323;201;Quercus petraea (Mattuschka) Liebl.;0062.323;464880.0947;5088007.5816;NULL
