;OznKoord;NazKlase;Bio_1;Bio_2;Bio_3;Bio_4;Bio_5;Bio_6;Bio_7;Bio_8;Bio_9;Bio_10;Bio_11;Bio_12;Bio_13;Bio_14;Bio_15;Bio_16;Bio_17;Bio_18;Bio_19;EKSPOZICIJ;NDM__M_;NAGIB_TERE
157281;XY.104311;Carpinus betulus L.;9,1;9,4;31;73,34;25;-5,2;30,2;18,3;0,8;18,3;-0,6;966;111;47;27;323;150;323;165;27;346;2
157291;XY.104821;Carpinus betulus L.;8,5;9,2;30;73,29;24,3;-5,6;29,9;17,7;0,2;17,7;-1,1;1023;116;51;25;333;164;333;181;167;462;7
157301;XY.104953;Carpinus betulus L.;7,8;9,1;30;72,39;23,4;-6,2;29,6;16,9;-0,4;16,9;-1,8;1032;120;51;26;345;164;345;179;297;487;6
157311;XY.116429;Carpinus betulus L.;8,6;9,2;30;73,17;24,4;-5,5;29,9;17,7;0,3;17,7;-1,1;987;113;49;25;325;158;325;174;155;386;7
157321;XY.116430;Carpinus betulus L.;8,6;9,2;30;73,17;24,4;-5,5;29,9;17,7;0,3;17,7;-1,1;987;113;49;25;325;158;325;174;140;279;5
157331;XY.116432;Carpinus betulus L.;8,4;9,2;30;73,27;24,2;-5,7;29,9;17,6;0,1;17,6;-1,3;993;114;50;25;328;160;328;176;170;501;5
157341;XY.116439;Carpinus betulus L.;10;9,5;31;74,41;25,9;-4,5;30,4;19,3;1,6;19,3;0,1;928;104;46;25;302;149;302;164;72;188;1
157351;XY.116500;Carpinus betulus L.;8,1;9,1;30;72,88;23,8;-5,9;29,7;17,3;-0,1;17,3;-1,5;1010;116;51;25;332;164;332;180;181;462;9
157361;XY.116515;Carpinus betulus L.;7,8;9;30;72,56;23,4;-6,2;29,6;16,9;-0,5;16,9;-1,8;1023;118;52;25;337;166;337;182;182;529;7
157371;XY.116525;Carpinus betulus L.;8,6;9,2;30;73,17;24,4;-5,5;29,9;17,7;0,3;17,7;-1,1;987;113;49;25;325;158;325;174;155;386;7
157381;XY.116529;Carpinus betulus L.;7,8;9;30;72,56;23,4;-6,2;29,6;16,9;-0,5;16,9;-1,8;1023;118;52;25;337;166;337;182;182;529;7
157391;XY.116547;Carpinus betulus L.;9,8;9,5;31;74,34;25,8;-4,5;30,3;19,1;1,4;19,1;-9999;935;105;46;25;305;149;305;165;113;248;0
157401;XY.133407;Fagus sylvatica L.;8;9,2;31;71,15;23,6;-5,5;29,1;15,2;-9999;16,8;-1,5;896;117;52;25;299;158;293;178;77;737;3
157411;XY.133412;Fagus sylvatica L.;7,7;9,1;31;71,37;23,3;-5,8;29,1;15;-0,3;16,6;-1,8;913;118;53;24;304;161;298;182;196;795;4
157421;XY.133413;Fagus sylvatica L.;7,1;8,9;30;70,79;22,5;-6,3;28,8;14,3;-0,9;15,9;-2,3;932;121;54;25;311;165;305;185;196;795;4
157431;XY.133419;Fagus sylvatica L.;8,7;9,4;31;71,65;24,5;-5;29,5;16;0,7;17,6;-0,9;879;114;50;24;291;155;285;176;154;556;4
157441;XY.133426;Fagus sylvatica L.;7,8;9,2;31;71,32;23,5;-5,7;29,2;15,1;-0,2;16,7;-1,7;904;118;52;25;302;159;296;180;166;639;5
157451;XY.133443;Fagus sylvatica L.;8,7;9,5;32;72,06;24,6;-5;29,6;16,1;0,7;17,7;-0,9;865;113;49;25;288;152;281;173;1;533;5
157461;XY.133445;Fagus sylvatica L.;8,7;9,5;32;72,06;24,6;-5;29,6;16,1;0,7;17,7;-0,9;865;113;49;25;288;152;281;173;1;533;5
157471;XY.133450;Fagus sylvatica L.;8,8;9,5;31;71,98;24,7;-5;29,7;16,2;0,8;17,8;-0,8;866;113;50;24;287;153;280;173;196;451;3
157481;XY.133457;Fagus sylvatica L.;7,4;9;31;71,05;22,9;-6;28,9;14,6;-0,6;16,2;-2,1;917;119;53;25;307;162;300;183;106;768;2
157491;XY.133458;Fagus sylvatica L.;7,4;9;31;71,05;22,9;-6;28,9;14,6;-0,6;16,2;-2,1;917;119;53;25;307;162;300;183;106;768;2
157501;XY.133469;Fagus sylvatica L.;8,7;9,5;32;72,06;24,6;-5;29,6;16,1;0,7;17,7;-0,9;865;113;49;25;288;152;281;173;346;662;2
157511;XY.133474;Fagus sylvatica L.;7,8;9,2;31;71,55;23,5;-5,7;29,2;15,2;-0,2;16,7;-1,7;895;117;52;25;299;158;293;178;351;693;3
157521;XY.133475;Fagus sylvatica L.;8,8;9,5;31;71,98;24,7;-5;29,7;16,2;0,8;17,8;-0,8;866;113;50;24;287;153;280;173;196;451;3
157531;XY.133487;Fagus sylvatica L.;8,8;9,5;32;72,18;24,6;-5;29,6;16,2;0,7;17,7;-0,9;843;111;48;25;281;149;273;169;164;503;4
157541;XY.133494;Fagus sylvatica L.;8,2;9,3;31;72,12;24;-5,5;29,5;15,6;0,2;17,2;-1,4;871;114;50;25;291;154;284;174;191;439;4
157551;XY.133495;Fagus sylvatica L.;9;9,6;32;72,34;24,9;-4,9;29,8;16,4;0,9;18;-0,7;846;111;48;25;281;149;273;169;191;439;4
157561;XY.133500;Fagus sylvatica L.;8;9,3;31;71,78;23,7;-5,6;29,3;15,3;-0,1;16,9;-1,6;876;115;51;25;294;155;286;174;271;620;3
157571;XY.133501;Fagus sylvatica L.;8,4;9,4;31;72,23;24,2;-5,3;29,5;15,8;0,4;17,4;-1,2;862;113;50;25;288;153;280;172;285;611;0
157581;XY.133506;Fagus sylvatica L.;8;9,3;31;71,56;23,6;-5,6;29,2;15,3;-0,1;16,8;-1,6;887;116;51;25;297;157;289;177;167;552;6
157591;XY.133585;Ambrosia artemisiifolia L.;10,6;9,7;32;74,02;26,5;-3,8;30,3;19,8;2,2;19,8;0,7;917;100;48;21;277;157;277;176;90;102;0
157601;XY.133617;Ambrosia artemisiifolia L.;10,5;9,7;31;74,25;26,5;-3,9;30,4;19,8;2,1;19,8;0,6;915;100;48;21;277;156;277;175;26;104;0
157611;XY.116487;Fagus sylvatica L.;7,8;9;30;72,56;23,4;-6,2;29,6;16,9;-0,5;16,9;-1,8;1023;118;52;25;337;166;337;182;182;529;7
157621;XY.116488;Fagus sylvatica L.;7,8;9;30;72,56;23,4;-6,2;29,6;16,9;-0,5;16,9;-1,8;1023;118;52;25;337;166;337;182;182;529;7
157631;XY.116507;Fagus sylvatica L.;8,1;9,1;30;72,88;23,8;-5,9;29,7;17,3;-0,1;17,3;-1,5;1010;116;51;25;332;164;332;180;182;529;7
157641;XY.116514;Fagus sylvatica L.;8,1;9,1;30;72,88;23,8;-5,9;29,7;17,3;-0,1;17,3;-1,5;1010;116;51;25;332;164;332;180;182;529;7
157651;XY.116515;Fagus sylvatica L.;7,8;9;30;72,56;23,4;-6,2;29,6;16,9;-0,5;16,9;-1,8;1023;118;52;25;337;166;337;182;182;529;7
157661;XY.116525;Fagus sylvatica L.;8,6;9,2;30;73,17;24,4;-5,5;29,9;17,7;0,3;17,7;-1,1;987;113;49;25;325;158;325;174;155;386;7
157671;XY.116530;Fagus sylvatica L.;7,8;9;30;72,56;23,4;-6,2;29,6;16,9;-0,5;16,9;-1,8;1023;118;52;25;337;166;337;182;182;529;7
157681;XY.116540;Fagus sylvatica L.;9,8;9,5;31;74,34;25,8;-4,5;30,3;19,1;1,4;19,1;-9999;935;105;46;25;305;149;305;165;113;248;0
157691;XY.116547;Fagus sylvatica L.;9,8;9,5;31;74,34;25,8;-4,5;30,3;19,1;1,4;19,1;-9999;935;105;46;25;305;149;305;165;113;248;0
157701;XY.116550;Fagus sylvatica L.;10;9,5;31;74,09;26;-4,5;30,5;19,2;1,6;19,2;0,1;927;104;46;25;302;148;302;164;94;201;0
157711;XY.116564;Fagus sylvatica L.;10;9,5;31;74,09;26;-4,5;30,5;19,2;1,6;19,2;0,1;927;104;46;25;302;148;302;164;94;201;0
157721;XY.116571;Fagus sylvatica L.;9,8;9,4;30;74,32;25,7;-4,7;30,4;19;1,3;19;-0,1;940;106;46;25;307;149;307;165;148;246;0
157731;XY.116572;Fagus sylvatica L.;9,8;9,4;30;74,32;25,7;-4,7;30,4;19;1,3;19;-0,1;940;106;46;25;307;149;307;165;148;246;0
157741;XY.116578;Fagus sylvatica L.;10;9,5;31;74,35;25,9;-4,5;30,4;19,3;1,6;19,3;0,1;931;104;46;25;302;149;302;164;95;209;0
157751;XY.116579;Fagus sylvatica L.;9,8;9,4;30;74,32;25,7;-4,7;30,4;19;1,3;19;-0,1;940;106;46;25;307;149;307;165;148;246;0
157761;XY.116586;Fagus sylvatica L.;9,8;9,5;31;74,34;25,8;-4,5;30,3;19,1;1,4;19,1;-9999;935;105;46;25;305;149;305;165;167;245;0
157771;XY.116588;Fagus sylvatica L.;9,8;9,4;30;74,32;25,7;-4,7;30,4;19;1,3;19;-0,1;940;106;46;25;307;149;307;165;148;246;0
157781;XY.116589;Fagus sylvatica L.;10;9,5;31;74,35;25,9;-4,5;30,4;19,3;1,6;19,3;0,1;931;104;46;25;302;149;302;164;167;245;0
157791;XY.116590;Fagus sylvatica L.;10;9,5;31;74,35;25,9;-4,5;30,4;19,3;1,6;19,3;0,1;931;104;46;25;302;149;302;164;167;245;0
157801;XY.116600;Fagus sylvatica L.;8,9;9,2;30;73,76;24,7;-5,4;30,1;18,1;0,5;18,1;-0,9;975;111;49;25;320;157;320;173;180;403;6
157811;XY.116609;Fagus sylvatica L.;9,1;9,3;30;73,71;24,9;-5,2;30,1;18,3;0,7;18,3;-0,7;972;110;48;25;319;156;319;171;188;332;6
157821;XY.116615;Fagus sylvatica L.;9,1;9,3;30;73,71;24,9;-5,2;30,1;18,3;0,7;18,3;-0,7;972;110;48;25;319;156;319;171;188;332;6
157831;XY.116620;Fagus sylvatica L.;7,8;9;30;72,56;23,4;-6,2;29,6;16,9;-0,5;16,9;-1,8;1023;118;52;25;337;166;337;182;182;529;7
157841;XY.116632;Fagus sylvatica L.;9,1;9,3;30;73,71;24,9;-5,2;30,1;18,3;0,7;18,3;-0,7;972;110;48;25;319;156;319;171;188;332;6
157851;0062.143;Fraxinus ornus L.;9,9;9,3;30;74,42;26;-4,3;30,3;19,2;1,5;19,2;-9999;962;107;49;23;303;159;303;176;0;460;7
157861;0062.143;Quercus petraea (Mattuschka) Liebl.;9,9;9,3;30;74,42;26;-4,3;30,3;19,2;1,5;19,2;-9999;962;107;49;23;303;159;303;176;0;460;7
157871;0062.144;Fraxinus ornus L.;9,7;9,3;30;74,38;25,8;-4,5;30,3;19;1,3;19;-0,1;962;107;49;23;304;159;304;177;7;396;4
157881;0062.144;Quercus petraea (Mattuschka) Liebl.;9,7;9,3;30;74,38;25,8;-4,5;30,3;19;1,3;19;-0,1;962;107;49;23;304;159;304;177;7;396;4
157891;0062.233;Quercus petraea (Mattuschka) Liebl.;9,3;9,2;30;74,09;25,2;-4,8;30;18,6;0,9;18,6;-0,5;981;110;50;23;311;162;311;180;352;368;2
157901;0062.311;Fraxinus ornus L.;8,9;9,1;30;73,66;24,8;-5,1;29,9;18,1;0,5;18,1;-0,9;1024;114;54;22;319;173;319;192;335;505;7
157911;0062.311;Quercus petraea (Mattuschka) Liebl.;8,9;9,1;30;73,66;24,8;-5,1;29,9;18,1;0,5;18,1;-0,9;1024;114;54;22;319;173;319;192;335;505;7
157921;0062.312;Fraxinus ornus L.;8,2;9;30;72,96;24;-5,6;29,6;17,4;-0,1;17,4;-1,4;1051;117;56;22;328;178;328;198;1;599;7
157931;0062.312;Quercus petraea (Mattuschka) Liebl.;8,2;9;30;72,96;24;-5,6;29,6;17,4;-0,1;17,4;-1,4;1051;117;56;22;328;178;328;198;1;599;7
157941;0062.314;Quercus petraea (Mattuschka) Liebl.;7,5;8,8;30;72,21;23,1;-6,1;29,2;16,6;-0,7;16,6;-2;1080;121;59;21;337;185;337;206;127;703;5
157951;0062.321;Quercus petraea (Mattuschka) Liebl.;8,7;9;30;73,64;24,6;-5,3;29,9;17,9;0,4;17,9;-1;1024;114;54;22;321;173;321;192;357;542;5
157961;0062.322;Fraxinus ornus L.;9;9,1;30;73,64;24,9;-5;29,9;18,2;0,6;18,2;-0,8;1004;112;52;22;315;168;315;187;55;419;4
157971;0062.322;Quercus petraea (Mattuschka) Liebl.;9;9,1;30;73,64;24,9;-5;29,9;18,2;0,6;18,2;-0,8;1004;112;52;22;315;168;315;187;55;419;4
157981;0062.323;Quercus petraea (Mattuschka) Liebl.;8,3;9;30;72,96;24,1;-5,5;29,6;17,4;-9999;17,4;-1,4;1042;116;55;22;326;176;326;196;151;547;6
157991;0062.324;Fraxinus ornus L.;7,5;8,8;30;72,26;23,1;-6,2;29,3;16,5;-0,8;16,5;-2,1;1077;121;58;22;337;184;337;205;113;458;5
158001;0062.324;Quercus petraea (Mattuschka) Liebl.;7,5;8,8;30;72,26;23,1;-6,2;29,3;16,5;-0,8;16,5;-2,1;1077;121;58;22;337;184;337;205;113;458;5
158011;0062.411;Fraxinus ornus L.;9,4;9,2;30;74;25,4;-4,7;30,1;18,6;1;18,6;-0,4;978;109;50;23;308;162;308;180;113;469;2
158021;0062.411;Quercus petraea (Mattuschka) Liebl.;9,4;9,2;30;74;25,4;-4,7;30,1;18,6;1;18,6;-0,4;978;109;50;23;308;162;308;180;113;469;2
158031;0062.414;Fraxinus ornus L.;9,5;9,3;30;74,24;25,6;-4,7;30,3;18,9;1,1;18,9;-0,3;967;108;50;22;304;162;304;179;165;226;2
158041;0062.414;Quercus petraea (Mattuschka) Liebl.;9,5;9,3;30;74,24;25,6;-4,7;30,3;18,9;1,1;18,9;-0,3;967;108;50;22;304;162;304;179;165;226;2
158051;0062.433;Fraxinus ornus L.;9,6;9,2;30;74,42;25,7;-4,5;30,2;19;1,2;19;-0,2;971;108;50;22;304;162;304;180;133;337;3
158061;0062.433;Quercus petraea (Mattuschka) Liebl.;9,6;9,2;30;74,42;25,7;-4,5;30,2;19;1,2;19;-0,2;971;108;50;22;304;162;304;180;133;337;3
158071;0161.213;Quercus petraea (Mattuschka) Liebl.;6,9;8,6;29;71,38;22,3;-6,5;28,8;15,9;-1,3;15,9;-2,5;1136;125;64;20;346;199;346;222;249;708;7
158081;0161.213;Fraxinus ornus L.;6,9;8,6;29;71,38;22,3;-6,5;28,8;15,9;-1,3;15,9;-2,5;1136;125;64;20;346;199;346;222;249;708;7
158091;0161.223;Quercus petraea (Mattuschka) Liebl.;8,3;8,9;30;72,83;24,1;-5,4;29,5;17,5;-9999;17,5;-1,3;1062;117;58;21;326;183;326;204;143;607;7
158101;0161.223;Quercus petraea (Mattuschka) Liebl.;8,3;8,9;30;72,83;24,1;-5,4;29,5;17,5;-9999;17,5;-1,3;1062;117;58;21;326;183;326;204;143;607;7
158111;0161.223;Quercus petraea (Mattuschka) Liebl.;8,3;8,9;30;72,83;24,1;-5,4;29,5;17,5;-9999;17,5;-1,3;1062;117;58;21;326;183;326;204;143;607;7
158121;0161.224;Quercus petraea (Mattuschka) Liebl.;8,9;9;30;73,44;24,8;-5;29,8;18,1;0,5;18,1;-0,8;1036;114;55;21;318;177;318;198;140;519;6
158131;0161.224;Fraxinus ornus L.;8,9;9;30;73,44;24,8;-5;29,8;18,1;0,5;18,1;-0,8;1036;114;55;21;318;177;318;198;140;519;6
158141;0161.231;Quercus petraea (Mattuschka) Liebl.;8,5;9;30;73,01;24,3;-5,3;29,6;17,7;0,1;17,7;-1,2;1068;117;58;20;324;185;324;207;175;423;4
158151;0161.231;Fraxinus ornus L.;8,5;9;30;73,01;24,3;-5,3;29,6;17,7;0,1;17,7;-1,2;1068;117;58;20;324;185;324;207;175;423;4
158161;0161.234;Quercus petraea (Mattuschka) Liebl.;9,4;9,1;30;74;25,4;-4,5;29,9;18,7;1;18,7;-0,4;1027;112;55;21;312;176;312;197;168;291;5
158171;XY.113405;Quercus petraea (Mattuschka) Liebl.;9,3;9,2;30;74,14;25,3;-4,9;30,2;18,6;0,9;18,6;-0,5;982;110;50;23;312;162;312;180;266;322;2
158181;XY.113423;Quercus petraea (Mattuschka) Liebl.;10,1;9;31;70,17;25,8;-3;28,8;6;2,1;19;1;1224;134;79;18;383;243;299;280;266;424;4
158191;XY.113427;Quercus petraea (Mattuschka) Liebl.;10,1;9;31;70,17;25,8;-3;28,8;6;2,1;19;1;1224;134;79;18;383;243;299;280;266;424;4
158201;XY.113428;Quercus petraea (Mattuschka) Liebl.;10,1;9;31;70,17;25,8;-3;28,8;6;2,1;19;1;1224;134;79;18;383;243;299;280;266;424;4
158211;XY.113433;Quercus petraea (Mattuschka) Liebl.;10,1;9;31;70,11;25,8;-3;28,8;6;2;19;1;1220;133;79;18;381;243;298;280;266;424;4
158221;XY.113474;Fraxinus ornus L.;9,1;7;28;63,34;22,8;-2,1;24,9;10;1,7;17,4;1,2;1301;144;86;17;405;264;309;292;260;884;10
158231;XY.113523;Fraxinus ornus L.;10,2;6,9;27;63,49;23,9;-0,9;24,8;11,1;2,8;18,4;2,3;1288;144;86;17;405;267;297;296;233;691;3
158241;XY.113533;Quercus petraea (Mattuschka) Liebl.;9,3;9,2;30;74,14;25,3;-4,9;30,2;18,6;0,9;18,6;-0,5;982;110;50;23;312;162;312;180;280;295;2
158251;XY.116637;Fagus sylvatica L.;9,1;9,3;30;73,71;24,9;-5,2;30,1;18,3;0,7;18,3;-0,7;972;110;48;25;319;156;319;171;188;332;6
158261;XY.116638;Fagus sylvatica L.;9,1;9,3;30;73,71;24,9;-5,2;30,1;18,3;0,7;18,3;-0,7;972;110;48;25;319;156;319;171;182;529;7
158271;XY.116639;Fagus sylvatica L.;9,1;9,3;30;73,71;24,9;-5,2;30,1;18,3;0,7;18,3;-0,7;972;110;48;25;319;156;319;171;188;332;6
158281;XY.116643;Fagus sylvatica L.;7,8;9;30;72,56;23,4;-6,2;29,6;16,9;-0,5;16,9;-1,8;1023;118;52;25;337;166;337;182;182;529;7
158291;XY.116646;Fagus sylvatica L.;7,8;9;30;72,56;23,4;-6,2;29,6;16,9;-0,5;16,9;-1,8;1023;118;52;25;337;166;337;182;182;529;7
158301;XY.116651;Fagus sylvatica L.;8,9;9,2;30;73,76;24,7;-5,4;30,1;18,1;0,5;18,1;-0,9;975;111;49;25;320;157;320;173;180;403;6
158311;XY.116652;Fagus sylvatica L.;8,9;9,2;30;73,76;24,7;-5,4;30,1;18,1;0,5;18,1;-0,9;975;111;49;25;320;157;320;173;170;501;5
158321;XY.116658;Fagus sylvatica L.;10;9,5;31;74,41;25,9;-4,5;30,4;19,3;1,6;19,3;0,1;928;104;46;25;302;149;302;164;72;188;1
158331;XY.116659;Fagus sylvatica L.;10;9,5;31;74,1;26;-4,5;30,5;19,2;1,6;19,2;0,1;927;104;46;25;302;148;302;164;115;213;0
158341;XY.116660;Fagus sylvatica L.;10;9,5;31;74,1;26;-4,5;30,5;19,2;1,6;19,2;0,1;927;104;46;25;302;148;302;164;115;213;0
158351;XY.131919;Ambrosia artemisiifolia L.;10,7;9,8;32;73,64;26,9;-3,7;30,6;19,9;2,5;19,9;0,9;842;100;46;24;273;140;273;160;220;128;0
158361;XY.132363;Fagus sylvatica L.;10,9;9,9;32;73,87;27;-3,5;30,5;18,4;2,7;19,9;0,9;763;98;43;24;248;135;243;154;43;160;1
158371;XY.132364;Fagus sylvatica L.;10,9;9,9;32;73,87;27;-3,5;30,5;18,4;2,7;19,9;0,9;763;98;43;24;248;135;243;154;43;160;1
158381;XY.132440;Fagus sylvatica L.;10,6;9,8;32;73,53;26,7;-3,7;30,4;18,1;2,4;19,7;0,7;773;100;43;24;252;135;248;154;43;160;1
158391;XY.132445;Fagus sylvatica L.;10,6;9,8;32;73,53;26,7;-3,7;30,4;18,1;2,4;19,7;0,7;773;100;43;24;252;135;248;154;2;180;0
158401;XY.132450;Fagus sylvatica L.;10,7;9,8;32;73,67;26,8;-3,6;30,4;18,2;2,5;19,8;0,8;776;100;44;24;252;137;248;156;9;206;0
158411;XY.132451;Ambrosia artemisiifolia L.;11,1;9,8;31;74,29;27,3;-3,4;30,7;18,7;2,8;20,2;1,1;746;96;42;24;242;131;239;149;167;105;0
158421;XY.132502;Fagus sylvatica L.;10,5;9,8;32;73,48;26,6;-3,7;30,3;18;2,3;19,6;0,7;783;101;44;24;255;138;251;157;77;186;1
158431;XY.132505;Ambrosia artemisiifolia L.;11;9,8;32;74,21;27,2;-3,4;30,6;18,6;2,7;20,2;1;745;96;42;23;242;131;238;149;270;115;0
158441;XY.132513;Ambrosia artemisiifolia L.;11,1;9,8;32;74,18;27,3;-3,3;30,6;18,8;2,9;20,2;1,1;746;96;42;24;242;131;239;149;135;103;0
158451;XY.132518;Ambrosia artemisiifolia L.;11,1;9,8;32;74,01;27,3;-3,3;30,6;18,7;2,9;20,2;1,1;750;96;42;24;244;131;240;149;186;107;0
158461;XY.132519;Ambrosia artemisiifolia L.;10,7;9,8;32;73,67;26,8;-3,6;30,4;18,2;2,5;19,8;0,8;776;100;44;24;252;137;248;156;9;206;0
158471;XY.132780;Fagus sylvatica L.;6,8;7,2;27;65,4;21,1;-4,7;25,8;3,5;15,2;15,2;-1,6;1310;154;83;21;440;268;268;338;232;1000;9
158481;XY.113379;Fagus sylvatica L.;9,9;9,3;30;74,68;25,9;-4,4;30,3;19,2;1,4;19,2;-9999;956;107;48;23;304;156;304;173;331;321;1
158491;XY.113384;Fagus sylvatica L.;9,9;9,3;30;74,68;25,9;-4,4;30,3;19,2;1,4;19,2;-9999;956;107;48;23;304;156;304;173;331;321;1
158501;XY.113388;Fagus sylvatica L.;9,8;9,2;30;74,71;25,8;-4,5;30,3;19,1;1,3;19,1;-0,1;970;108;49;23;306;160;306;177;310;234;1
158511;XY.113389;Fagus sylvatica L.;9,9;9,3;30;74,68;25,9;-4,4;30,3;19,2;1,4;19,2;-9999;956;107;48;23;304;156;304;173;345;228;3
158521;XY.113391;Fagus sylvatica L.;9,8;9,2;30;74,71;25,8;-4,5;30,3;19,1;1,3;19,1;-0,1;970;108;49;23;306;160;306;177;262;251;1
158531;XY.113392;Fagus sylvatica L.;9,9;9,3;30;74,68;25,9;-4,4;30,3;19,2;1,4;19,2;-9999;956;107;48;23;304;156;304;173;345;228;3
158541;XY.113393;Fagus sylvatica L.;9,9;9,3;30;74,68;25,9;-4,4;30,3;19,2;1,4;19,2;-9999;956;107;48;23;304;156;304;173;331;321;1
158551;XY.113412;Fagus sylvatica L.;10,1;9;31;70,17;25,8;-3;28,8;6;2,1;19;1;1224;134;79;18;383;243;299;280;346;453;2
158561;XY.113416;Fagus sylvatica L.;10,1;9;31;70,17;25,8;-3;28,8;6;2,1;19;1;1224;134;79;18;383;243;299;280;346;453;2
158571;XY.110081;Fagus sylvatica L.;7,5;9,2;31;70,57;23,2;-5,9;29,1;14,7;-0,4;16,4;-1,8;977;121;58;22;315;176;309;200;144;790;7
158581;XY.110082;Fagus sylvatica L.;7,5;9,2;31;70,79;23,2;-5,9;29,1;14,8;-0,4;16,4;-1,8;974;121;57;22;315;175;308;199;145;666;7
158591;XY.110083;Fagus sylvatica L.;7,5;9,2;31;70,79;23,2;-5,9;29,1;14,8;-0,4;16,4;-1,8;974;121;57;22;315;175;308;199;134;500;4
158601;XY.110084;Fagus sylvatica L.;8,9;9,6;32;71,06;24,9;-4,7;29,6;16,2;1;17,8;-0,6;931;116;54;22;299;167;293;191;195;439;5
158611;XY.110085;Fagus sylvatica L.;8,3;9,5;32;70,88;24,2;-5,3;29,5;15,6;0,4;17,2;-1,1;948;118;56;22;306;170;300;193;101;497;4
158621;XY.113544;Quercus petraea (Mattuschka) Liebl.;9,3;9,2;30;74,14;25,3;-4,9;30,2;18,6;0,9;18,6;-0,5;982;110;50;23;312;162;312;180;291;325;1
158631;XY.113545;Quercus petraea (Mattuschka) Liebl.;9,3;9,2;30;74,14;25,3;-4,9;30,2;18,6;0,9;18,6;-0,5;982;110;50;23;312;162;312;180;291;325;1
158641;XY.104007;Fraxinus ornus L.;6,3;8,5;29;70,69;21,6;-6,8;28,4;15,2;-1,8;15,2;-3;1143;127;64;20;352;200;352;222;325;947;4
158651;XY.104015;Fraxinus ornus L.;7,5;8,8;30;72,03;23,1;-6;29,1;16,6;-0,7;16,6;-2;1094;121;60;21;337;189;337;210;357;868;5
158661;XY.104193;Fraxinus ornus L.;7,3;8,9;30;72,11;22,8;-6,5;29,3;16,3;-0,9;16,3;-2,3;1040;121;53;25;344;169;344;186;13;560;11
158671;XY.104311;Quercus petraea (Mattuschka) Liebl.;9,1;9,4;31;73,34;25;-5,2;30,2;18,3;0,8;18,3;-0,6;966;111;47;27;323;150;323;165;27;346;2
158681;XY.104352;Fraxinus ornus L.;8,5;9,2;30;73,29;24,3;-5,6;29,9;17,7;0,2;17,7;-1,1;1023;116;51;25;333;164;333;181;167;462;7
158691;XY.104402;Fraxinus ornus L.;15,3;9,3;34;62,78;30;2,9;27,1;12,2;23,5;23,5;7,6;853;120;41;35;329;132;132;252;342;33;2
158701;XY.104530;Fraxinus ornus L.;8,7;9,2;30;73,17;24,5;-5,4;29,9;17,9;0,4;17,9;-1;1024;116;51;25;333;164;333;182;172;361;6
158711;XY.104557;Fraxinus ornus L.;15,3;7,8;30;62,46;29,5;4,2;25,3;9,2;23,5;23,5;7,7;877;117;36;33;320;134;134;278;12;194;4
158721;XY.104673;Fraxinus ornus L.;12,4;7,3;29;62,65;26,3;1,5;24,8;9,3;20,6;20,6;4,7;959;128;45;31;347;159;159;298;0;558;5
158731;XY.104678;Fraxinus ornus L.;13,6;7,5;29;63,04;27,7;2,5;25,2;10,5;21,9;21,9;5,9;944;127;41;33;344;149;149;299;41;404;2
158741;XY.104688;Fraxinus ornus L.;12,3;7,3;29;62,72;26,2;1,4;24,8;9,1;20,5;20,5;4,6;974;131;45;31;353;159;159;305;176;196;9
158751;XY.104700;Fraxinus ornus L.;11,4;7,1;28;62,38;25,2;0,7;24,5;8,3;19,6;19,6;3,8;982;131;48;31;354;166;166;302;169;726;6
158761;XY.104714;Fraxinus ornus L.;12,7;7,3;29;62,86;26,7;1,8;24,9;9,6;21;21;5,1;949;127;44;31;344;155;155;296;0;558;5
158771;XY.104717;Fraxinus ornus L.;12,4;7,3;29;62,65;26,3;1,5;24,8;9,3;20,6;20,6;4,7;959;128;45;31;347;159;159;298;2;399;6
158781;XY.104719;Fraxinus ornus L.;12,4;7,3;29;62,65;26,3;1,5;24,8;9,3;20,6;20,6;4,7;959;128;45;31;347;159;159;298;0;558;5
158791;XY.104729;Fraxinus ornus L.;13,7;7,4;29;62;27,6;2,9;24,7;7,7;21,8;21,8;6,2;915;122;40;32;333;144;144;289;173;91;10
158801;XY.104750;Fraxinus ornus L.;16,5;7,9;32;59,28;30,1;5,5;24,6;10,7;24,3;24,3;9,3;805;107;32;33;297;117;117;260;193;104;7
158811;XY.104821;Quercus petraea (Mattuschka) Liebl.;8,5;9,2;30;73,29;24,3;-5,6;29,9;17,7;0,2;17,7;-1,1;1023;116;51;25;333;164;333;181;167;462;7
158821;XY.104847;Fraxinus ornus L.;12,4;7,3;29;62,65;26,3;1,5;24,8;9,3;20,6;20,6;4,7;959;128;45;31;347;159;159;298;352;567;5
158831;XY.104857;Fraxinus ornus L.;7,6;9;30;72,32;23,3;-6,2;29,5;16,8;-0,6;16,8;-1,9;1069;122;55;24;348;175;348;192;285;602;6
158841;XY.104858;Quercus petraea (Mattuschka) Liebl.;7,6;9;30;72,32;23,3;-6,2;29,5;16,8;-0,6;16,8;-1,9;1069;122;55;24;348;175;348;192;213;445;9
158851;XY.104883;Fraxinus ornus L.;15,4;8,1;31;62,52;29,8;4,1;25,7;9,1;23,6;23,6;7,8;945;128;37;35;352;137;137;309;118;154;2
